region,team name,player name,games,wins,win percentage,score,score per game,goals,goals per game,assists,assists per game,saves,saves per game,shots,shots per game,shots conceded,shots conceded per game,goals conceded,goals conceded per game,goals conceded while last defender,goals conceded while last defender per game,shooting percentage,bpm per game,avg boost amount per game,amount collected,amount collected per game,amount collected big pads,amount collected big pads per game,amount collected small pads,amount collected small pads per game,count collected big pads,count collected big pads per game,count collected small pads,count collected small pads per game,amount stolen,amount stolen per game,amount stolen big pads,amount stolen big pads per game,amount stolen small pads,amount stolen small pads per game,count stolen big pads,count stolen big pads per game,count stolen small pads,count stolen small pads per game,0 boost time,0 boost time per game,100 boost time,100 boost time per game,amount used while supersonic,amount used while supersonic per game,amount overfill total,amount overfill total per game,amount overfill stolen,amount overfill stolen per game,avg speed per game,total distance,total distance per game,time slow speed,time slow speed per game,time boost speed,time boost speed per game,time supersonic speed,time supersonic speed per game,time on ground,time on ground per game,time low in air,time low in air per game,time high in air,time high in air per game,time powerslide,time powerslide per game,avg powerslide time per game,count powerslide,count powerslide per game,time most back,time most back per game,time most forward,time most forward per game,time in front of ball,time in front of ball per game,time behind ball,time behind ball per game,time defensive half,time defensive half per game,time offensive half,time offensive half per game,time defensive third,time defensive third per game,time neutral third,time neutral third per game,time offensive third,time offensive third per game,avg distance to ball per game,avg distance to ball has possession per game,avg distance to ball no possession per game,demos inflicted,demos inflicted per game,demos taken,demos taken per game
Europe,WILLIAMS RESOLVE,FlamE,47,21,44.68,16779,357,24,0.51,29,0.62,80,1.7,119,2.53,422,8.98,100,2.13,36,0.77,20.17,430.83,48.37,120655,2567.13,83433,1775.17,37222,791.96,1006,21.4,3188,67.83,24936,530.55,15059,320.4,9877,210.15,174,3.7,836,17.79,2251.68,47.91,1277.15,27.17,18801,400.02,17191,365.77,2390,50.85,1627.5,26115184,555642.19,6496.29,138.22,7120.83,151.51,3290.48,70.01,8998.99,191.47,6900.57,146.82,1008.02,21.45,635.93,13.53,0.09,6881,146.4,6117.8,130.17,5333.4,113.48,4621.81,98.34,12285.79,261.4,11355.65,241.61,5551.94,118.13,8381.63,178.33,5372.34,114.31,3153.61,67.1,2986.06,2912.33,3052.27,64,1.36,44,0.94
Europe,HEET,Forece,33,12,36.36,11199,339.36,20,0.61,12,0.36,54,1.64,69,2.09,300,9.09,66,2,15,0.45,28.99,389.08,51.21,73158,2216.91,50009,1515.42,23149,701.48,633,19.18,1965,59.55,15443,467.97,8885,269.24,6558,198.73,110,3.33,553,16.76,1191.34,36.1,1302.43,39.47,8630,261.52,13171,399.12,1953,59.18,1517.19,16292308,493706.31,5390.63,163.35,4298.8,130.27,1635.88,49.57,6661.87,201.87,4019.95,121.82,643.47,19.5,218.4,6.62,0.13,1698,51.45,3439.4,104.22,3935,119.24,3314.27,100.43,8010.97,242.76,7625.82,231.09,3699.4,112.1,5534.35,167.71,3821.52,115.8,1969.43,59.68,2758.29,2635.03,2870.49,55,1.67,22,0.67
Europe,ZOOM ZOOM,Gekk,12,3,25,4002,333.5,3,0.25,5,0.42,25,2.08,24,2,111,9.25,31,2.58,16,1.33,12.5,407.7,49.18,29279,2439.92,20465,1705.42,8814,734.5,242,20.17,763,63.58,6850,570.83,4233,352.75,2617,218.08,53,4.42,224,18.67,461.04,38.42,289.32,24.11,3373,281.08,3733,311.08,1049,87.42,1575.72,6483740,540311.69,1857.75,154.81,1725.71,143.81,751.39,62.62,2111.9,175.99,1942.19,161.85,280.73,23.39,160.42,13.37,0.1,1649,137.42,1361.9,113.49,1494.4,124.53,1420.09,118.34,2914.76,242.9,2702.43,225.2,1632.4,136.03,2025.34,168.78,1326.72,110.56,982.76,81.9,2745.49,2570.74,2881.25,17,1.42,7,0.58
Europe,BS+COMPETITION,Gomb,21,9,42.86,8397,399.86,13,0.62,15,0.71,38,1.81,66,3.14,187,8.9,57,2.71,24,1.14,19.7,390.66,49.73,50869,2422.33,34127,1625.1,16742,797.24,426,20.29,1431,68.14,12513,595.86,7648,364.19,4865,231.67,87,4.14,415,19.76,715.01,34.05,892.34,42.49,5926,282.19,8851,421.48,1137,54.14,1554.52,11308030,538477.62,3476.24,165.54,3159.73,150.46,1098.19,52.29,4313.99,205.43,2762.51,131.55,657.65,31.32,144.96,6.9,0.11,1317,62.71,2388,113.71,2570,122.38,2433.3,115.87,5300.88,252.42,4993.48,237.78,2740.72,130.51,3589.68,170.94,2650.89,126.23,1493.62,71.12,3021.25,2899.62,3143.13,19,0.9,17,0.81
Europe,OXYGEN ESPORTS,Joreuz,42,32,76.19,19346,460.62,45,1.07,20,0.48,80,1.9,171,4.07,356,8.48,67,1.6,29,0.69,26.32,392.91,51.54,109856,2615.62,73169,1742.12,36687,873.5,882,21,3180,75.71,24446,582.05,13545,322.5,10901,259.55,170,4.05,942,22.43,1823.46,43.42,1749.17,41.65,11944,284.38,16039,381.88,3603,85.79,1552.29,24891680,592659.06,7406.56,176.35,6839.98,162.86,2568.22,61.15,9105.74,216.8,6466.86,153.97,1242.16,29.58,315.77,7.52,0.13,2450,58.33,6085.5,144.89,5356.4,127.53,4263.18,101.5,12551.64,298.85,10628.31,253.05,6186.52,147.3,7570.8,180.26,5747.91,136.86,3496.12,83.24,2948.98,2823.07,3062.76,38,0.9,36,0.86
Europe,ZOOM ZOOM,Justuszzz,12,3,25,3951,329.25,8,0.67,3,0.25,15,1.25,30,2.5,111,9.25,31,2.58,8,0.67,26.67,368.28,49.23,26479,2206.58,17165,1430.42,9314,776.17,209,17.42,831,69.25,6070,505.83,3957,329.75,2113,176.08,51,4.25,189,15.75,409.15,34.1,432.32,36.03,4509,375.75,3583,298.58,1022,85.17,1535.14,6304630,525385.81,2060.61,171.72,1607.55,133.96,659.98,55,2483.47,206.96,1554.94,129.58,289.69,24.14,83.74,6.98,0.11,769,64.08,1528.1,127.34,1316.8,109.73,1220.04,101.67,3108.09,259.01,2912.02,242.67,1416.13,118.01,2097.46,174.79,1439.93,119.99,790.74,65.9,2727.67,2612.24,2843.91,16,1.33,9,0.75
Europe,QUADRANT,Kash,70,35,50,25421,363.16,35,0.5,35,0.5,104,1.49,208,2.97,532,7.6,113,1.61,33,0.47,16.83,400.88,52.94,170935,2441.93,123578,1765.4,47357,676.53,1574,22.49,4122,58.89,42393,605.61,29214,417.34,13179,188.27,335,4.79,1115,15.93,2647.05,37.82,3650.23,52.15,19600,280,34962,499.46,4322,61.74,1538.59,37194176,531345.38,11372.94,162.47,10221.43,146.02,3702.73,52.9,14152.11,202.17,9117.65,130.25,2027.2,28.96,485.05,6.93,0.09,5417,77.39,9166.4,130.95,7818.8,111.7,6487.95,92.68,18809.07,268.7,16994.68,242.78,8302.26,118.6,12424.56,177.49,7997.03,114.24,4875.5,69.65,3151.4,2998.01,3295.01,61,0.87,68,0.97
Europe,SOLARY,Kaydop,52,27,51.92,21904,421.23,46,0.88,23,0.44,99,1.9,161,3.1,463,8.9,88,1.69,29,0.56,28.57,405.4,49.83,126178,2426.5,83612,1607.92,42566,818.58,1052,20.23,3811,73.29,23756,456.85,13252,254.85,10504,202,159,3.06,935,17.98,1982.63,38.13,1493.88,28.73,11513,221.4,21656,416.46,2601,50.02,1571.82,28592768,549860.94,8018.79,154.21,7778.07,149.58,3233.04,62.17,9160.36,176.16,8596.86,165.32,1272.72,24.48,609.49,11.72,0.1,6277,120.71,6624.7,127.4,6063.7,116.61,4467.07,85.91,14562.92,280.06,13215.95,254.15,5813.91,111.81,9974.36,191.81,5880.88,113.09,3174.72,61.05,2809.86,2676.54,2920.16,39,0.75,53,1.02
Europe,GUILD ESPORTS,LuiisP,38,15,39.47,13370,351.84,21,0.55,25,0.66,54,1.42,99,2.61,313,8.24,78,2.05,27,0.71,21.21,433.52,49.65,98602,2594.79,70554,1856.68,28048,738.11,886,23.32,2389,62.87,22932,603.47,14257,375.18,8675,228.29,169,4.45,718,18.89,1805.12,47.5,1479.67,38.94,17168,451.79,17877,470.45,2687,70.71,1535.61,19748244,519690.62,6259.97,164.74,5101.49,134.25,2212.4,58.22,7634.24,200.9,5033.23,132.45,906.42,23.85,231.88,6.1,0.12,1854,48.79,4645.9,122.26,4493.6,118.25,3923.6,103.25,9650.32,253.96,8710.38,229.22,4863.45,127.99,6282.15,165.32,4498.01,118.37,2793.73,73.52,2856.94,2732.86,2981.76,66,1.74,43,1.13
Europe,TEAM BDS,M0nkey M00n,42,23,54.76,19835,472.26,26,0.62,22,0.52,99,2.36,135,3.21,368,8.76,77,1.83,25,0.6,19.26,398.1,54.09,111886,2663.95,72835,1734.17,39051,929.79,853,20.31,3443,81.98,23470,558.81,12436,296.1,11034,262.71,147,3.5,1009,24.02,1351.31,32.17,1552.68,36.97,13914,331.29,13025,310.12,2500,59.52,1498.73,23922224,569576.75,8076.8,192.3,6306.66,150.16,2298.68,54.73,9791.77,233.14,5756.84,137.07,1133.56,26.99,257.07,6.12,0.13,2050,48.81,5862,139.57,4955.8,118,3955.64,94.18,12726.55,303.01,10614.87,252.73,6067.23,144.46,7931.3,188.84,5308.42,126.39,3442.43,81.96,2716.09,2614.3,2804.67,42,1,51,1.21
Europe,GAMERS FIRST,MaRc_By_8.,41,22,53.66,15245,371.83,21,0.51,20,0.49,79,1.93,92,2.24,368,8.98,75,1.83,20,0.49,22.83,421.66,45.76,108269,2640.71,75416,1839.41,32853,801.29,863,21.05,2811,68.56,21155,515.98,12406,302.59,8749,213.39,153,3.73,742,18.1,2315.54,56.48,993.16,24.22,12310,300.24,10776,262.83,2778,67.76,1508.91,22582848,550801.19,7386.04,180.15,6118.93,149.24,2207.56,53.84,8822.86,215.19,5934.3,144.74,955.33,23.3,431.31,10.52,0.09,4633,113,5755.5,140.38,4618.6,112.65,3969.49,96.82,11743.03,286.42,10601.77,258.58,5110.78,124.65,7972.49,194.45,4927.09,120.17,2812.96,68.61,2828.28,2785.92,2856.89,53,1.29,35,0.85
Europe,SONIQS,Metsanauris,58,28,48.28,18392,317.1,29,0.5,24,0.41,79,1.36,121,2.09,467,8.05,102,1.76,33,0.57,23.97,401.61,50.57,143019,2465.84,89402,1541.41,53617,924.43,1070,18.45,4659,80.33,31348,540.48,15776,272,15572,268.48,187,3.22,1316,22.69,2177.98,37.55,1368.24,23.59,15068,259.79,18485,318.71,3097,53.4,1483.68,30215800,520962.06,10129.04,174.64,8778.73,151.36,2433.1,41.95,11989.79,206.72,7937.24,136.85,1413.82,24.38,421.98,7.28,0.08,5301,91.4,7259.6,125.17,6759.8,116.55,5882.03,101.41,15458.8,266.53,13895.72,239.58,7444.95,128.36,10206.01,175.97,6992.71,120.56,4142.11,71.42,2809.23,2751.59,2851.43,36,0.62,52,0.9
Europe,SONIQS,Mikeboy,58,28,48.28,21820,376.21,38,0.66,26,0.45,104,1.79,165,2.84,467,8.05,102,1.76,37,0.64,23.03,403.79,51.38,143967,2482.19,100683,1735.91,43284,746.28,1258,21.69,3738,64.45,36802,634.52,23668,408.07,13134,226.45,285,4.91,1137,19.6,2199.6,37.92,3059.64,52.75,23401,403.47,25413,438.16,4713,81.26,1566.99,31798100,548243.12,9386.42,161.83,8484.65,146.29,3399.26,58.61,12668.07,218.41,7257.62,125.13,1344.67,23.18,417.19,7.19,0.11,3690,63.62,7115.7,122.68,6969.4,120.16,5950.24,102.59,15320.13,264.14,13843.74,238.69,7426.5,128.04,10133.42,174.71,6854.43,118.18,4282.44,73.84,2968.79,2841.02,3095.44,82,1.41,72,1.24
Europe,MONKEYS,Mittaen,40,20,50,17456,436.4,34,0.85,27,0.68,80,2,134,3.35,330,8.25,82,2.05,37,0.93,25.37,428.05,47.02,103148,2578.7,71383,1784.57,31765,794.12,840,21,2757,68.93,21351,533.78,12579,314.48,8772,219.3,146,3.65,735,18.38,2059.82,51.5,1981.26,49.53,17713,442.83,13287,332.17,2160,54,1541.56,21478180,536954.5,6625.72,165.64,5923.06,148.08,2156.43,53.91,8299.3,207.48,5158.75,128.97,1247.11,31.18,293.94,7.35,0.09,3267,81.68,5417.2,135.43,4258.6,106.46,3698.94,92.47,11006.22,275.16,9654.5,241.36,5050.69,126.27,7214.96,180.37,4551.17,113.78,2939.08,73.48,2801.92,2707.94,2887.02,52,1.3,48,1.2
Europe,SK GAMING,Nass,11,2,18.18,3752,341.09,2,0.18,6,0.55,18,1.64,26,2.36,120,10.91,28,2.55,8,0.73,7.69,433.87,49.5,30014,2728.55,20779,1889,9235,839.55,257,23.36,800,72.73,6656,605.09,4209,382.64,2447,222.45,49,4.45,218,19.82,510.09,46.37,530.8,48.25,4866,442.36,5003,454.82,696,63.27,1615.31,6378057,579823.38,1626.71,147.88,1694.86,154.08,817.91,74.36,2254.58,204.96,1615.99,146.91,268.87,24.44,63.77,5.8,0.11,592,53.82,1391.4,126.49,1405.4,127.76,1253.61,113.96,2885.84,262.35,2769.11,251.74,1370.34,124.58,2099.24,190.84,1241.86,112.9,798.33,72.58,2890.77,2750.31,3013.75,11,1,10,0.91
Europe,OXYGEN ESPORTS,Oaly,42,32,76.19,15227,362.55,26,0.62,29,0.69,49,1.17,138,3.29,356,8.48,67,1.6,20,0.48,18.84,417.9,43.1,115491,2749.79,72015,1714.64,43476,1035.14,823,19.6,3711,88.36,29052,691.71,14931,355.5,14121,336.21,167,3.98,1185,28.21,2905.49,69.18,980.09,23.34,17486,416.33,9985,237.74,1524,36.29,1567.22,25127664,598277.69,7284.85,173.45,6861.94,163.38,2656.86,63.26,9503.8,226.28,6120.41,145.72,1179.4,28.08,489.04,11.64,0.11,4679,111.4,5236.7,124.68,5483.9,130.57,4337.42,103.27,12466.21,296.81,10407.13,247.79,6396.47,152.3,7245.3,172.51,5972.22,142.2,3586.08,85.38,2736.87,2654.29,2811.43,43,1.02,44,1.05
Europe,AOGIRI,Oscillon,42,21,50,16037,381.83,25,0.6,27,0.64,81,1.93,97,2.31,418,9.95,93,2.21,30,0.71,25.77,387.67,46.3,103012,2452.67,68928,1641.14,34084,811.52,810,19.29,2927,69.69,24638,586.62,14107,335.88,10531,250.74,166,3.95,906,21.57,2039.56,48.56,1232.5,29.35,15421,367.17,11778,280.43,2379,56.64,1496.29,22973748,546994,7853.52,186.99,5899.03,140.45,2437.28,58.03,8747.2,208.27,6484.46,154.39,958.15,22.81,379.54,9.04,0.12,3203,76.26,5312.3,126.48,5404.3,128.67,4618.56,109.97,11571.17,275.5,10418.62,248.06,5771.21,137.41,7775.06,185.12,5044.27,120.1,3370.46,80.25,2717.02,2629.59,2789.93,47,1.12,48,1.14
Europe,TEAM LIQUID,Oski,42,20,47.62,15703,373.88,33,0.79,18,0.43,58,1.38,140,3.33,344,8.19,86,2.05,29,0.69,23.57,498.15,46.78,125725,2993.45,90330,2150.71,35395,842.74,1034,24.62,3015,71.79,28556,679.9,16936,403.24,11620,276.67,196,4.67,977,23.26,2493.9,59.38,1421.17,33.84,20851,496.45,13240,315.24,2625,62.5,1676.88,24503420,583414.75,5457.72,129.95,6155.06,146.55,3766.62,89.68,7761.52,184.8,6410.42,152.63,1207.43,28.75,353.94,8.43,0.11,3275,77.98,4579.5,109.04,5491.7,130.75,4788.29,114.01,10591.14,252.17,9257.52,220.42,6121.87,145.76,6568.65,156.4,5217.4,124.22,3593.38,85.56,2776.67,2597.77,2950.97,29,0.69,51,1.21
Europe,GROS NOOBZ,Pisky,16,6,37.5,5527,345.44,15,0.94,9,0.56,13,0.81,47,2.94,127,7.94,39,2.44,7,0.44,31.91,380.74,50.2,34750,2171.88,24516,1532.25,10234,639.62,307,19.19,906,56.62,10205,637.81,6716,419.75,3489,218.06,79,4.94,298,18.62,482.81,30.18,825.23,51.58,4193,262.06,6657,416.06,1369,85.56,1594.55,8001487,500092.94,2222.12,138.88,2290.86,143.18,824.67,51.54,2888.26,180.52,2109.98,131.87,339.38,21.21,98.9,6.18,0.12,857,53.56,1395.9,87.24,2085.4,130.34,1555.55,97.22,3782.12,236.38,3112.69,194.54,2224.98,139.06,2174.19,135.89,1867.22,116.7,1296.25,81.02,2903.03,2792.4,3002.93,14,0.88,18,1.12
Europe,TEAM VITALITY,Radosin,32,14,43.75,11639,363.72,17,0.53,15,0.47,53,1.66,87,2.72,253,7.91,64,2,23,0.72,19.54,412.24,48.94,80416,2513,56996,1781.12,23420,731.88,710,22.19,2019,63.09,18858,589.31,11467,358.34,7391,230.97,134,4.19,626,19.56,1358.04,42.44,1488.2,46.51,9890,309.06,14312,447.25,2088,65.25,1563.56,17292020,540375.62,5021.11,156.91,4799.15,149.97,1808.95,56.53,6725.16,210.16,4107.1,128.35,796.92,24.9,204.03,6.38,0.15,1401,43.78,4068.1,127.13,3641.9,113.81,2956.84,92.4,8672.33,271.01,7214.03,225.44,4415.11,137.97,5179.58,161.86,3853.94,120.44,2595.71,81.12,2799.78,2684.65,2912.73,34,1.06,35,1.09
Europe,QUADRANT,Relatingwave,70,35,50,25419,363.13,38,0.54,35,0.5,112,1.6,192,2.74,532,7.6,113,1.61,44,0.63,19.79,409.22,51.14,172659,2466.56,126860,1812.29,45799,654.27,1587,22.67,4000,57.14,36430,520.43,22692,324.17,13738,196.26,270,3.86,1162,16.6,2994.32,42.78,3533.16,50.47,22680,324,32777,468.24,4501,64.3,1557.53,37617272,537389.62,11046.2,157.8,10463.84,149.48,3764.45,53.78,14315.88,204.51,9047.62,129.25,1910.86,27.3,512.8,7.33,0.08,6217,88.81,8419.2,120.27,8295.1,118.5,6887.99,98.4,18386.52,262.66,15971.44,228.16,9303.01,132.9,11512.96,164.47,8467.86,120.97,5293.57,75.62,3072.13,2962.6,3165.67,73,1.04,68,0.97
Europe,SK GAMING,Rxii,11,2,18.18,3302,300.18,4,0.36,2,0.18,18,1.64,26,2.36,120,10.91,28,2.55,6,0.55,15.38,411.72,47.81,27885,2535,18903,1718.45,8982,816.55,219,19.91,780,70.91,7145,649.55,4363,396.64,2782,252.91,51,4.64,236,21.45,629.11,57.19,268.11,24.37,4143,376.64,3003,273,658,59.82,1547.08,6092365,553851.38,1845.06,167.73,1632.57,148.42,653.01,59.36,2237.08,203.37,1629.62,148.15,263.97,24,87.03,7.91,0.1,899,81.73,1202.6,109.33,1504.8,136.8,1335.08,121.37,2795.56,254.14,2686.27,244.21,1444.37,131.31,2050.49,186.41,1189.05,108.1,891.1,81.01,2760.32,2660.15,2845.84,22,2,13,1.18
Europe,SONIQS,SONIQS ThO.,58,28,48.28,22478,387.55,31,0.53,25,0.43,100,1.72,172,2.97,467,8.05,102,1.76,32,0.55,18.02,401.25,56.87,144934,2498.86,109004,1879.38,35930,619.48,1420,24.48,3314,57.14,34595,596.47,23608,407.03,10987,189.43,296,5.1,978,16.86,1864.82,32.15,2868.7,49.46,18638,321.34,34372,592.62,6406,110.45,1574.14,32016762,552013.12,8979.55,154.82,8360.9,144.15,3975.95,68.55,10704.08,184.55,8720.96,150.36,1891.39,32.61,313.49,5.4,0.08,3863,66.6,6780.9,116.91,7057.6,121.68,6055.44,104.4,15261.07,263.12,13626.26,234.94,7690.15,132.59,9966.68,171.84,6887.05,118.74,4462.82,76.95,2788.09,2643.92,2911.7,45,0.78,58,1
Europe,SK GAMING,Scrub Killa,11,2,18.18,4889,444.45,5,0.45,0,0,36,3.27,25,2.27,120,10.91,28,2.55,14,1.27,20,399.22,46.64,27046,2458.73,18503,1682.09,8543,776.64,227,20.64,735,66.82,5636,512.36,3487,317,2149,195.36,41,3.73,186,16.91,459.99,41.82,312.34,28.39,3581,325.55,3991,362.82,558,50.73,1560.24,6113028,555729.81,1742.99,158.45,1812.91,164.81,558.11,50.74,2222.29,202.03,1642.48,149.32,249.24,22.66,78.11,7.1,0.12,645,58.64,1586,144.18,1193.4,108.49,1092.52,99.32,3021.5,274.68,2890.31,262.76,1223.72,111.25,2186.95,198.81,1225.96,111.45,701.12,63.74,2917.77,2829.25,3003.72,15,1.36,18,1.64
Europe,TEAM BDS,Seikoo,42,23,54.76,17409,414.5,23,0.55,30,0.71,77,1.83,147,3.5,368,8.76,77,1.83,29,0.69,15.65,390.16,53.92,109970,2618.33,77563,1846.74,32407,771.6,971,23.12,2855,67.98,24562,584.81,14678,349.48,9884,235.33,175,4.17,832,19.81,1281.93,30.52,2804.15,66.77,14621,348.12,20413,486.02,3105,73.93,1570.47,25063700,596754.75,7211.93,171.71,6940.38,165.25,2534.87,60.35,9168.75,218.3,6096.87,145.16,1421.52,33.85,327.94,7.81,0.11,2897,68.98,5394.5,128.44,6000.2,142.86,4504.96,107.26,12182.23,290.05,10355.9,246.57,6331.2,150.74,7535.67,179.42,5591.56,133.13,3559.95,84.76,2819.27,2685.73,2941.19,49,1.17,50,1.19
